[2022-09-19 23:30:54,730][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:30:55,747][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:30:56,763][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:30:57,779][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:30:58,795][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:30:59,810][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:00,827][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:01,843][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:02,859][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:03,875][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:04,891][PROCESS_MONITOR][INFO]python3(226213), Memory: 879 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:05,905][PROCESS_MONITOR][INFO]python3(226213), Memory: 880 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:06,919][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:07,933][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:08,946][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:09,960][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:10,975][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:11,990][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:13,005][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:14,020][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:15,034][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:16,049][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:17,062][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:18,075][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:19,089][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:20,104][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:21,119][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:22,133][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:23,148][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:24,163][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:25,176][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:26,190][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:27,204][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:28,217][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:29,231][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:30,246][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:31,261][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:32,275][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:33,289][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:34,304][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:35,318][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:36,333][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:37,346][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:38,360][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:39,374][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:40,388][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:41,402][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:42,417][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:43,432][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:44,446][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:45,459][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:46,473][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:47,488][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:48,503][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:49,517][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:50,531][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:51,544][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:52,557][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:53,571][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:54,586][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:55,601][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-19 23:31:56,616][PROCESS_MONITOR][INFO]python3(226213), Memory: 924 MiB, GPU Memory: 535 MiB
