[2022-09-22 19:22:40,533][PROCESS_MONITOR][INFO]python3(383616), Memory: 2012 MiB, GPU Memory: 827 MiB
[2022-09-22 19:23:50,545][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:51,560][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:52,574][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:53,588][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:54,601][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:55,616][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:56,629][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:57,643][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:58,658][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:23:59,673][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:00,687][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:01,701][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:02,716][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:03,730][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:04,743][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:05,758][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:06,773][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:07,787][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:08,802][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:09,817][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:10,831][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:11,846][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:12,859][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:13,873][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:14,888][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:15,901][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:16,915][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:17,929][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:18,944][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:19,958][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:20,972][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:21,987][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:23,000][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:24,014][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:25,029][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:26,043][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:27,058][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:28,072][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:29,087][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:30,101][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:31,113][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:32,128][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:33,142][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:34,157][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:35,171][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:36,186][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:37,201][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:38,215][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:39,230][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:40,244][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:41,258][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:42,273][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:43,287][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:44,302][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:45,316][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:46,331][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:47,345][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:48,359][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:49,373][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:50,388][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:51,402][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:52,416][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:53,430][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:54,444][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:55,457][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:56,472][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:57,486][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:58,501][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:24:59,515][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:00,530][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:01,544][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:02,558][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:03,572][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:04,585][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:05,599][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:06,613][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:07,627][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:08,642][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:09,656][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:10,671][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:11,686][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:12,700][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:13,713][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:14,728][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:15,741][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:16,756][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:17,770][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:18,784][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:19,796][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:20,811][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:21,826][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:22,840][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:23,854][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:24,868][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:25,882][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:26,897][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:27,912][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:28,926][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:29,940][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:30,954][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:31,969][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:32,985][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:34,000][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:35,014][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:36,028][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:37,043][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:38,057][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:39,072][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:40,086][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:41,100][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:42,115][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:43,130][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:44,145][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:45,159][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:46,173][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:47,188][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:48,202][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:49,216][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:50,230][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:51,244][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:52,258][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:53,273][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:54,288][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:55,301][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:56,316][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:57,330][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:58,344][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:25:59,358][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:00,373][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:01,387][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:02,401][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:03,416][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:04,431][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:05,445][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:06,460][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:07,474][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:08,489][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:09,503][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:10,517][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:11,532][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:12,546][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:13,560][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:14,574][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:15,588][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
[2022-09-22 19:26:16,602][PROCESS_MONITOR][INFO]python3(383616), Memory: 2424 MiB, GPU Memory: 1341 MiB
