[2022-11-03 21:01:07,810][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2163 MiB, GPU Memory: 1075 MiB
[2022-11-03 21:01:08,826][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2163 MiB, GPU Memory: 1075 MiB
[2022-11-03 21:01:09,840][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2163 MiB, GPU Memory: 1075 MiB
[2022-11-03 21:01:10,854][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2163 MiB, GPU Memory: 1075 MiB
[2022-11-03 21:01:11,867][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2750 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:12,881][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:13,894][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:14,910][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:15,923][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:16,938][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2756 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:17,953][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:18,968][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:19,982][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:20,996][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:22,011][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:23,026][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:24,042][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:25,055][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:26,070][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:27,086][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:28,100][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:29,114][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:30,130][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:31,144][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:32,159][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:33,174][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:34,188][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:35,202][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:36,217][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:37,232][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:38,247][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
[2022-11-03 21:01:39,261][PROCESS_MONITOR][INFO]tritonserver(321737), Memory: 2758 MiB, GPU Memory: 1271 MiB
