[2022-09-06 18:49:20,050][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:21,068][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:22,084][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:23,100][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:24,116][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:25,134][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:26,150][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:27,165][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:28,182][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:29,199][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:30,216][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:31,231][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 1667 MiB, GPU Memory: 927 MiB
[2022-09-06 18:49:32,244][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 2963 MiB, GPU Memory: 1375 MiB
[2022-09-06 18:49:33,258][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3489 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:34,272][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3489 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:35,288][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3489 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:36,304][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3489 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:37,320][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3489 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:38,336][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:39,351][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:40,368][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:41,384][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:42,400][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:43,416][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:44,432][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:45,448][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:46,464][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:47,480][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:48,495][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:49,511][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:50,528][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:51,544][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3494 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:52,559][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3559 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:53,578][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3583 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:54,594][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3594 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:55,609][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:56,625][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:57,639][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:58,654][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:49:59,669][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:50:00,684][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:50:01,700][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:50:02,715][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:50:03,730][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:50:04,745][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
[2022-09-06 18:50:05,760][PROCESS_MONITOR][INFO]tritonserver(201459), Memory: 3606 MiB, GPU Memory: 1699 MiB
