[2022-09-22 21:27:35,250][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:36,264][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:37,279][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:38,295][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:39,310][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:40,325][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:41,341][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:42,357][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:43,373][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:44,390][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:45,407][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:46,423][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:47,438][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:48,452][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 1810 MiB, GPU Memory: 795 MiB
[2022-09-22 21:27:49,465][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2408 MiB, GPU Memory: 1073 MiB
[2022-09-22 21:27:50,478][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2423 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:51,491][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2423 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:52,506][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2425 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:53,520][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2425 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:54,536][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2425 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:55,552][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2425 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:56,576][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2425 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:57,590][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2426 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:58,605][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2426 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:27:59,621][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2426 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:00,634][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2426 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:01,650][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2426 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:02,665][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2426 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:03,679][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2427 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:04,694][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2427 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:05,710][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2427 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:06,724][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2427 MiB, GPU Memory: 1041 MiB
[2022-09-22 21:28:07,739][PROCESS_MONITOR][INFO]tritonserver(420930), Memory: 2427 MiB, GPU Memory: 1041 MiB
