[2022-09-16 19:38:51,741][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:52,756][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:53,773][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:54,789][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:55,805][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:56,818][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:57,834][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:58,849][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:38:59,863][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:00,877][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:01,893][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:02,908][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:03,924][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:04,939][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:05,954][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 982 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:06,967][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 995 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:07,981][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 998 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:08,996][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 998 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:10,011][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1000 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:11,025][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1002 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:12,040][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1002 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:13,053][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1002 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:14,069][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1002 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:15,084][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1002 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:16,098][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1002 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:17,113][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1002 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:18,129][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1003 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:19,144][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1003 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:20,157][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1003 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:21,172][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1003 MiB, GPU Memory: 527 MiB
[2022-09-16 19:39:22,187][PROCESS_MONITOR][INFO]tritonserver(133662), Memory: 1003 MiB, GPU Memory: 527 MiB
