[2022-11-06 16:00:51,311][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:52,327][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:53,342][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:54,359][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:55,375][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:56,391][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:57,406][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:58,423][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:00:59,439][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:00,454][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:01,470][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:02,485][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:03,501][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:04,517][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:05,533][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:06,548][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:07,564][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:08,581][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:09,596][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:10,613][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:11,627][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:12,641][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:13,654][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2138 MiB, GPU Memory: 1037 MiB
[2022-11-06 16:01:14,667][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2720 MiB, GPU Memory: 1231 MiB
[2022-11-06 16:01:15,680][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2721 MiB, GPU Memory: 1231 MiB
[2022-11-06 16:01:16,694][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2723 MiB, GPU Memory: 1231 MiB
[2022-11-06 16:01:17,710][PROCESS_MONITOR][INFO]tritonserver(479629), Memory: 2725 MiB, GPU Memory: 1231 MiB
