[2022-11-02 17:05:36,638][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2155 MiB, GPU Memory: 1075 MiB
[2022-11-02 17:05:55,927][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:05:56,943][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:05:57,957][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:05:58,973][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:05:59,989][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:01,003][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:02,017][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:03,031][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:04,046][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2751 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:05,062][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2752 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:06,077][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2752 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:07,093][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2752 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:08,109][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2752 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:09,123][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2752 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:10,138][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2753 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:11,153][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2753 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:12,169][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:13,183][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:14,199][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:15,213][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:16,227][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:17,243][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:18,258][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:19,273][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:20,288][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:21,302][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:22,317][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:23,331][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:24,346][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:25,361][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:26,377][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:27,393][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:28,407][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:29,422][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:30,436][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:31,451][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:32,467][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:33,480][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:34,495][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:35,510][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:36,525][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:37,541][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:38,556][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:39,571][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:40,585][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:41,600][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:42,615][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:43,630][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:44,644][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:45,659][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:46,674][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:47,689][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:48,704][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:49,719][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:50,734][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:51,749][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:52,765][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:53,779][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:54,794][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:55,808][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:56,823][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2754 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:57,836][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:58,851][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:06:59,866][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:00,880][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:01,894][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:02,909][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:03,924][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:04,939][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:05,954][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:06,969][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:07,985][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:08,999][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:10,015][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:11,030][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:12,045][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:13,060][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:14,075][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:15,091][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:16,105][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:17,120][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:18,135][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:19,151][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:20,165][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:21,180][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:22,194][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:23,210][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:24,225][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:25,239][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:26,254][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:27,269][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:28,285][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:29,300][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:30,314][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:31,329][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:32,344][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:33,357][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:34,372][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:35,388][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:36,402][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:37,417][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:38,430][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:39,446][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:40,461][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:41,475][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:42,490][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:43,505][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:44,520][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:45,535][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:46,549][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:47,564][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:48,579][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:49,594][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:50,609][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:51,623][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:52,638][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:53,652][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:54,667][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:55,681][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:56,696][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:57,710][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:58,725][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:07:59,741][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:00,756][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:01,771][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:02,786][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:03,800][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:04,815][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:05,830][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:06,844][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:07,860][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:08,875][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:09,890][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:10,905][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:11,921][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:12,935][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:13,950][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:14,966][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:15,981][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:16,997][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:18,012][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:19,027][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:20,042][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:21,057][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:22,073][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:23,087][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:24,101][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:25,117][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:26,132][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:27,147][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:28,162][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:29,177][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:30,192][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:31,206][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:32,221][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:33,237][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:34,252][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:35,267][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:36,282][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:37,297][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:38,313][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:39,328][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:40,343][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:41,358][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:42,373][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:43,389][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:44,402][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:45,417][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:46,433][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:47,448][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:48,463][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:49,478][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:50,493][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:51,509][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:52,524][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:53,538][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:54,553][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:55,568][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:56,583][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:57,598][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:58,612][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:08:59,627][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:09:00,643][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:09:01,658][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
[2022-11-02 17:09:02,674][PROCESS_MONITOR][INFO]tritonserver(47152), Memory: 2755 MiB, GPU Memory: 1271 MiB
